,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8 
5071,5071,F269252,5ca09712-aaf7-4640-b4de-62a35adf21ef,f726bb089f6ec83b560f002fcf4b2bee,40946,36.98194,-83.79913,Green Road,KY,236,Knox,Rural,America/New_York,"Surveyor, minerals",1,31,Bachelor's Degree,Full Time,54484.15,Married,Gray,Maestro,Yes,Female,No,One year,Yes,No,DSL,1,No,No,Yes,No,NA,No,Yes,No,Mailed Check,66.95875483,101.4835635,6801.723272,2,2,2,3,3,2,3,0
5072,5072,T482163,f25277b0-ce35-4d30-af6a-2a9174d11d32,d8e1929af18f78241433bf69bb16cb0c,88055,32.73817,-108.73398,Redrock,NM,39,Grant,Urban,America/Denver,"Engineer, communications",1,85,Regular High School Diploma,Full Time,9453.85,Separated,SandyBrown,VISA 13 digit,Yes,Male,Yes,Month-to-month,Yes,No,Fiber Optic,1,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Credit Card (automatic),64.15565577,95.78826546,6293.649289,3,4,2,5,2,4,4,2
5073,5073,Y497571,46bd82b3-7928-4fd3-b45d-256642b4ec33,e5ed222f325dd2c1bea1b7bf43a9307f,42352,37.51496,-87.08144,Livermore,KY,1918,McLean,Rural,America/Chicago,Early years teacher,0,67,Bachelor's Degree,Full Time,11676.03,Separated,MistyRose,JCB 16 digit,Yes,Male,No,Month-to-month,No,Yes,DSL,1,No,No,No,Yes,0,Yes,No,No,Credit Card (automatic),68.22295804,100.3671484,6851.697006,2,2,2,2,2,3,2,2
5074,5074,Q983001,0860b85b-33fa-4555-ae8c-161f2387473d,3b2f0f01e9bc96e178a2c9e3f2a0c24a,47574,37.95313,-86.55187,Rome,IN,285,Perry,Suburban,America/Indiana/Tell_City,Orthoptist,0,62,Regular High School Diploma,Full Time,33915.21,Married,LightSteelBlue,JCB 16 digit,Yes,Female,No,One year,No,No,Fiber Optic,1,No,No,Yes,No,0,No,No,No,Bank Transfer(automatic),66.50929369,116.4224627,5428.871253,4,3,4,2,3,3,3,2
5075,5075,K969763,4dff1f54-94c2-48e3-8621-d3b750d0a0ef,7f450db2ea81daf447ffbd1923a33848,27876,36.47751,-77.39595,Seaboard,NC,1346,Northampton,Urban,America/New_York,Plant breeder/geneticist,3,65,"Some College, Less than 1 Year",Unemployed,57243.65,Divorced,LightSteelBlue,Maestro,Yes,Female,No,Month-to-month,No,Yes,DSL,1,No,No,Yes,No,1,No,No,Yes,Mailed Check,57.84604504,97.58295852,5626.926549,3,4,3,2,0,3,2,4
5076,5076,Q441224,2622cbe0-71bd-4519-b8c7-a3f5fda8353f,c6b1d9f4d09de995bc06967a56818f0e,53090,43.45568,-88.18518,West Bend,WI,21415,Washington,Urban,America/Chicago,Warehouse manager,0,33,Regular High School Diploma,Full Time,52041.04,Separated,Silver,Diners Club / Carte Blanche,Yes,Female,No,Two Year,No,No,DSL,1,Yes,Yes,Yes,No,0,No,No,Yes,Bank Transfer(automatic),NA,135.4630443,6480.253691,2,2,4,2,2,2,4,1
5077,5077,M492002,95813da0-f45a-4de4-b1bc-812e81030842,a33d8c2a8a69aa36ee16ca7d122a8da5,92606,33.70039,-117.81725,Irvine,CA,24694,Orange,Suburban,America/Los_Angeles,Environmental education officer,0,77,Master's Degree,Full Time,16737.21,Married,DarkKhaki,American Express,Yes,Male,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,No,No,0,Yes,No,Yes,Bank Transfer(automatic),56.35343115,87.69568056,4966.270265,1,2,2,5,1,5,3,2
5078,5078,O843903,3629d51a-1201-4e22-928f-c9e204413df6,67f0415493c84efafce6841fc44b0de0,67332,37.04514,-95.23446,Bartlett,KS,101,Labette,Rural,America/Chicago,Camera operator,6,24,"Some College, 1 or More Years, No Degree",Student,30209.94,Divorced,MediumPurple,Voyager,Yes,Male,No,Month-to-month,No,Yes,DSL,1,Yes,No,Yes,No,0,Yes,Yes,Yes,Credit Card (automatic),59.61464967,107.8628042,6480.117761,2,3,2,3,1,4,3,4
5079,5079,W571989,fa18d61e-ab41-403b-af18-3bdaa93fe3bd,45e0d573b13b7d996a671d5ce948c6ba,38125,35.02586,-89.78866,Memphis,TN,37519,Shelby,Urban,America/Chicago,"Production assistant, radio",1,75,Regular High School Diploma,Full Time,22513.21,Divorced,YellowGreen,JCB 16 digit,Yes,Male,Yes,Month-to-month,Yes,Yes,Fiber Optic,0,Yes,No,No,No,0,Yes,No,Yes,Electronic Check,64.08431763,88.35229391,5669.645301,1,1,2,2,2,2,3,3
5080,5080,X470641,c78e35bd-0f30-4155-8149-07932b1f252f,80dfb8e913336985d8d58a9280955026,97131,45.74026,-123.8208,Nehalem,OR,2661,Tillamook,Suburban,America/Los_Angeles,"Education officer, museum",1,31,Regular High School Diploma,Full Time,35472.32,Separated,ForestGreen,Voyager,Yes,Female,No,Two Year,No,No,Fiber Optic,1,No,No,Yes,Yes,1,No,Yes,Yes,Bank Transfer(automatic),61.98981732,91.44405111,5791.514438,2,1,3,2,2,4,2,3
5081,5081,D949368,1d7437c0-66b0-4c74-8ff4-527e3922df9a,edc9b4e97843f15660f238c566cb542e,27012,36.0041,-80.37582,Clemmons,NC,27478,Forsyth,Suburban,America/New_York,Licensed conveyancer,1,88,Regular High School Diploma,Full Time,19468.79,Never Married,AntiqueWhite,Discover,No,Female,No,Two Year,Yes,No,Fiber Optic,1,No,No,No,No,0,No,Yes,Yes,Electronic Check,NA,116.937795,5238.951049,2,2,2,2,3,2,4,1
5082,5082,J995473,2a70f161-5ab5-48d5-80b6-d400da2b61d5,d55959438cc8fe207a292d0b529420a2,70130,29.93676,-90.06934,New Orleans,LA,14279,Orleans,Suburban,America/Chicago,Minerals surveyor,3,26,Bachelor's Degree,Unemployed,15318.64,Widowed,LimeGreen,VISA 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,No,Yes,Yes,0,Yes,No,No,Mailed Check,57.04428643,137.0019111,5863.787138,3,4,3,3,2,4,2,4
5083,5083,G527970,b56690fc-b94d-4c3b-9c00-13f51ecd7dcc,82818288052a7d38abfff614f5b1dec4,47832,39.8779,-87.25424,Bloomingdale,IN,976,Parke,Suburban,America/Indiana/Indianapolis,Data processing manager,1,58,"9th Grade to 12th Grade, No Diploma",Student,27781,Widowed,FloralWhite,JCB 16 digit,Yes,Male,No,Month-to-month,No,No,Fiber Optic,NA,No,Yes,No,No,0,No,Yes,Yes,Electronic Check,58.43586929,88.56275318,5099.522341,2,2,3,4,1,3,4,3
5084,5084,K189437,0ba7db90-35b7-49d1-a53b-56f8a9c18ba0,ce2352205e4d02031c6a26c6c6646635,86540,35.93448,-109.46247,Nazlini,AZ,1043,Apache,Rural,America/Denver,Architect,2,38,Bachelor's Degree,Full Time,76339.17,Divorced,Peru,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,Yes,Yes,0,No,No,Yes,Mailed Check,NA,98.85745193,7042.945823,3,3,1,1,4,2,3,3
5085,5085,T691939,68d8b599-0a8a-441f-beb1-df808c1b9d2c,8269f806bb642859a1643255c8a5e575,96752,21.98271,-159.73903,Kekaha,HI,3572,Kauai,Rural,Pacific/Honolulu,Psychiatric nurse,4,53,Regular High School Diploma,Full Time,135557.23,Divorced,CornflowerBlue,Maestro,Yes,Male,Yes,Two Year,No,No,Fiber Optic,1,No,No,No,Yes,1,Yes,No,No,Credit Card (automatic),58.0469413,89.15115645,5239.687458,2,3,4,3,1,3,3,2
5086,5086,V164385,5676dd67-c258-4f02-ac1b-f1646abe62c0,5b14f92443bcb080b8852b945f078fa3,42081,37.23217,-88.40806,Smithland,KY,1708,Livingston,Rural,America/Chicago,"Development worker, community",3,22,"Some College, 1 or More Years, No Degree",Part Time,32864.96,Never Married,FloralWhite,Maestro,Yes,Female,No,Month-to-month,Yes,No,None,1,Yes,Yes,No,No,1,Yes,No,Yes,Electronic Check,48.17070195,91.55606931,4416.660056,3,3,4,2,0,3,2,4
5087,5087,L151624,e1e5b6e1-b29b-4b1e-b354-743c2eb55c2a,4c519960e7f49643a27253c1add1f2ba,99135,47.66121,-119.09739,Hartline,WA,311,Grant,Urban,America/Los_Angeles,"Education officer, environmental",0,45,Regular High School Diploma,Retired,189124.73,Separated,IndianRed,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,No,No,0,No,Yes,Yes,Mailed Check,66.757086,85.57084147,5593.016703,2,2,1,4,1,3,3,3
5088,5088,O554244,e9b61b30-f86f-4d09-918e-8fec8d2e0743,9643485bcc139fcbd9f655f98948b7e9,58316,48.82805,-99.77376,Belcourt,ND,6982,Rolette,Rural,America/Chicago,Patent examiner,0,76,Regular High School Diploma,Full Time,44905.98,Married,DarkKhaki,VISA 16 digit,Yes,Female,Yes,Month-to-month,No,No,Fiber Optic,1,No,No,Yes,No,1,Yes,Yes,No,Bank Transfer(automatic),NA,93.41235159,5450.127983,1,2,2,1,3,2,2,2
5089,5089,J671867,8e8d50a0-3644-4b79-9030-4c45b07ca541,e57a18e9c6f5336fca82181d3b616492,58636,47.38628,-102.36034,Halliday,ND,1090,Dunn,Urban,America/Denver,"Programmer, multimedia",3,57,"Some College, 1 or More Years, No Degree",Retired,25316.65,Never Married,White,Voyager,Yes,Male,No,Month-to-month,No,No,None,NA,Yes,No,Yes,Yes,0,Yes,No,Yes,Bank Transfer(automatic),54.14956613,93.00537425,5024.50968,3,2,2,2,4,2,3,1
5090,5090,M606037,cdc921d3-30e8-4e76-a353-428a0549d88d,ce310eb34231f5340ffb8564de239cf2,67480,38.97169,-97.40421,Solomon,KS,1701,Dickinson,Suburban,America/Chicago,Armed forces operational officer,2,72,Bachelor's Degree,Full Time,10092.78,Separated,DarkTurquoise,American Express,Yes,Female,No,Two Year,Yes,Yes,Fiber Optic,1,Yes,No,No,Yes,NA,No,Yes,No,Mailed Check,NA,89.49867866,6420.807006,3,2,1,2,3,2,2,2
5091,5091,E715967,1a2bdd4b-717b-4db7-88e2-24b85319a174,dbe64f3c068fb595b282ad693e88a3af,48757,43.46941,-83.67944,Reese,MI,3681,Tuscola,Urban,America/Detroit,Transport planner,1,78,"Some College, Less than 1 Year",Student,42968.33,Widowed,GhostWhite,JCB 15 digit,Yes,Female,No,One year,No,No,DSL,1,Yes,Yes,Yes,No,1,Yes,Yes,Yes,Credit Card (automatic),51.31462377,111.6863511,5708.730553,3,3,2,1,3,3,2,3
5092,5092,Z264704,2cb256ba-f6eb-4432-acc1-c9963d48b092,163db98fa73e23e084f3ade557b89dec,73737,36.29653,-98.62317,Fairview,OK,3521,Major,Urban,America/Chicago,Medical illustrator,2,86,Regular High School Diploma,Full Time,70421.51,Never Married,DodgerBlue,JCB 15 digit,Yes,Female,No,One year,No,No,None,NA,Yes,No,No,No,0,Yes,No,No,Credit Card (automatic),NA,87.14032769,5556.210748,4,4,3,4,3,3,3,2
5093,5093,C793481,55903ed2-4eb4-4db2-8e0d-502cca758a52,6a6a750c9436addaf54c3048a9721bde,26585,39.61491,-80.42931,Metz,WV,444,Marion,Urban,America/New_York,"Development worker, international aid",0,22,Professional School Degree,Full Time,81142.02,Married,Fuchsia,JCB 16 digit,Yes,Female,No,One year,Yes,No,None,1,Yes,No,Yes,No,0,Yes,Yes,Yes,Credit Card (automatic),52.76081847,96.42632224,5005.665386,2,2,2,1,4,2,1,1
5094,5094,E66600,2b3c36e1-2667-473f-bbbf-7b6c936994ba,60956d51b2e7793ab8c73e393d4bc7b1,68405,40.76579,-97.07264,Milford,NE,3467,Seward,Urban,America/Chicago,Financial risk analyst,0,84,"Some College, Less than 1 Year",Retired,26010.32,Separated,BurlyWood,Mastercard,Yes,Female,No,Two Year,No,No,Fiber Optic,1,No,Yes,Yes,Yes,NA,No,Yes,Yes,Mailed Check,67.04233059,91.13600951,6213.817178,4,2,3,2,4,3,3,3
5095,5095,N220947,400093af-349d-4953-b8a0-e464bfc9fb96,a064f84e5da44284ae8f44ecf7b506fc,65632,37.50031,-92.81326,Conway,MO,2446,Laclede,Rural,America/Chicago,Medical secretary,1,18,Regular High School Diploma,Part Time,19096.77,Divorced,SpringGreen,VISA 13 digit,Yes,Male,No,One year,Yes,No,DSL,1,No,Yes,Yes,Yes,0,Yes,Yes,No,Bank Transfer(automatic),61.57077713,111.6378709,6794.408584,0,1,1,2,5,1,0,0
5096,5096,P730715,e23dbb73-4207-40b5-a9d3-fdc73666f7f7,6443c0ad67b274a694a006669f1fc3f1,7052,40.7893,-74.26283,West Orange,NJ,47210,Essex,Urban,America/New_York,"Therapist, art",1,46,Bachelor's Degree,Full Time,33656.24,Divorced,DarkGoldenRod,Discover,Yes,Male,No,Two Year,No,Yes,None,NA,No,No,No,Yes,0,No,No,Yes,Electronic Check,67.56095972,81.3328625,5571.053543,3,3,3,3,1,3,4,4
5097,5097,M613995,ba7f7aeb-c302-40b7-b034-e0e86a256964,ffee6f7ba08a18edcb09522b31145841,5401,44.47626,-73.20998,Burlington,VT,28913,Chittenden,Suburban,America/New_York,Fitness centre manager,3,31,Regular High School Diploma,Full Time,34212.58,Separated,GoldenRod,JCB 16 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,No,No,1,No,No,Yes,Electronic Check,55.340658,85.78994621,4733.397732,4,3,3,4,4,2,3,2
5098,5098,H676214,fece1447-c076-41d5-a233-afccbce09b8b,fd1195748017d3a28cd22615d837be25,79314,33.58496,-103.01455,Bledsoe,TX,62,Cochran,Rural,America/Chicago,Furniture conservator/restorer,1,67,"Some College, Less than 1 Year",Full Time,40233.55,Never Married,LightSlateGray,JCB 16 digit,Yes,Female,No,Two Year,Yes,Yes,DSL,1,No,No,No,No,1,No,Yes,Yes,Credit Card (automatic),62.61776704,100.6401473,6295.566186,3,3,4,2,4,2,4,3
5099,5099,R359792,dfee8c27-024c-419f-ae02-d26e38997e0d,6f325cb6a529e402ff41635946de5496,34145,25.91903,-81.6953,Marco Island,FL,17692,Collier,Suburban,America/New_York,Purchasing manager,8,43,Regular High School Diploma,Full Time,49508.82,Widowed,DarkMagenta,VISA 16 digit,Yes,Male,Yes,Month-to-month,No,No,None,NA,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Bank Transfer(automatic),70.33634262,94.08650137,6771.772677,2,2,3,2,3,3,2,3
5100,5100,B18063,13485d2d-5b82-4474-bed5-eebad4bb3722,b89c152ddf35896b178908709f654dc8,55046,44.44867,-93.41899,Lonsdale,MN,5463,Rice,Rural,America/Chicago,Environmental education officer,2,61,Regular High School Diploma,Full Time,25671.37,Married,Moccasin,VISA 16 digit,Yes,Male,No,One year,Yes,No,DSL,1,Yes,Yes,Yes,Yes,0,No,No,Yes,Credit Card (automatic),66.89101374,103.0037188,6902.336333,2,2,3,2,2,2,3,1
5101,5101,Y943121,d96f2945-bb29-4e35-bfe4-5138f75ca9e5,80624bf6b491396326900a17c86532b1,8830,40.56968,-74.31703,Iselin,NJ,17940,Middlesex,Rural,America/New_York,Airline pilot,1,61,Regular High School Diploma,Full Time,22695.28,Widowed,Indigo,Discover,Yes,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,No,No,0,Yes,Yes,No,Bank Transfer(automatic),47.92804144,94.1071713,4443.946041,1,1,2,1,4,1,0,1
5102,5102,C305571,27aa1a05-b369-46bd-9668-777ed13e7913,083f07761198310b105c12124824456c,85715,32.24887,-110.83081,Tucson,AZ,17137,Pima,Suburban,America/Phoenix,Minerals surveyor,0,37,Bachelor's Degree,Full Time,35476.85,Divorced,SlateBlue,VISA 13 digit,Yes,Male,No,One year,No,No,None,1,Yes,Yes,No,No,1,No,No,No,Electronic Check,69.46802867,86.40738838,6100.161565,2,1,1,3,1,1,2,2
5103,5103,S775727,fb0a44c2-808b-4d0d-a4ba-fae6075fa7bb,29a218c1df757a7afc3c6224e778966e,2152,42.37279,-70.97788,Winthrop,MA,18535,Suffolk,Urban,America/New_York,Sports development officer,4,25,Regular High School Diploma,Unemployed,93302.11,Never Married,LightGreen,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,DSL,1,No,No,Yes,Yes,1,Yes,Yes,No,Electronic Check,61.62340601,109.0448505,6817.772769,2,1,3,2,1,4,2,2
5104,5104,I257803,fcd5b516-5335-4a02-b5ab-c3bc7e81aed0,a303197f67699e663969677df373075d,24554,37.13308,-79.06259,Gladys,VA,3871,Campbell,Urban,America/New_York,Television floor manager,4,39,Regular High School Diploma,Full Time,22759.23,Married,Aqua,Maestro,Yes,Male,Yes,Month-to-month,No,No,Fiber Optic,1,No,No,Yes,Yes,NA,Yes,No,Yes,Bank Transfer(automatic),58.51565637,92.9814961,5433.845579,2,2,3,3,3,4,3,3
5105,5105,A695130,326c1c27-a160-4efe-804c-90825df50459,b91ca00f7000e39038fd5a1ba9d56450,55322,44.77013,-93.78573,Cologne,MN,3505,Carver,Rural,America/Chicago,Sales promotion account executive,4,22,Regular High School Diploma,Retired,50108.32,Never Married,Cyan,VISA 16 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,No,No,Yes,0,Yes,No,Yes,Mailed Check,NA,89.65902042,4986.989979,2,1,1,2,2,2,0,0
5106,5106,R462414,4324de7e-fa09-486f-a15a-4240818f4902,620d6239ceb46c04e325d6cffd6d67e3,38135,35.23818,-89.84937,Memphis,TN,29714,Shelby,Suburban,America/Chicago,Theatre manager,3,36,"9th Grade to 12th Grade, No Diploma",Part Time,52464.99,Widowed,Tomato,JCB 16 digit,Yes,Female,Yes,Month-to-month,No,No,Fiber Optic,0,Yes,Yes,No,No,NA,No,No,Yes,Credit Card (automatic),50.85526327,117.6424566,4356.357998,3,2,2,1,3,2,2,2
5107,5107,S242586,701183d0-5187-420b-b737-0a47840ece7f,437c16a1f6a25829a17c750fb0db2d24,85173,33.27017,-111.12336,Superior,AZ,3048,Pinal,Rural,America/Phoenix,Pension scheme manager,0,59,Regular High School Diploma,Full Time,11874.34,Separated,DarkGray,VISA 13 digit,Yes,Male,No,Two Year,No,No,Fiber Optic,1,Yes,No,No,Yes,0,No,Yes,No,Electronic Check,NA,90.13734705,5776.024027,2,3,2,1,3,3,2,2
5108,5108,Z184886,3eff759d-1141-4293-ab9a-646c34e96531,6bac4a5f7f1079092296b12fac2e2ff4,21158,39.64672,-77.0325,Westminster,MD,20929,Carroll,Suburban,America/New_York,"Programmer, systems",1,26,"9th Grade to 12th Grade, No Diploma",Full Time,18273.21,Never Married,Orange,Mastercard,Yes,Male,No,One year,No,Yes,DSL,1,Yes,No,No,Yes,0,No,Yes,No,Credit Card (automatic),42.36505226,104.1218922,4249.992934,4,3,4,1,2,2,3,2
5109,5109,R290249,38c9d4bb-c724-416a-b5c8-2599dcf21d1d,da400f884a2a4f5c41a2a4dde80b667d,94801,37.94964,-122.38114,Richmond,CA,29958,Contra Costa,Rural,America/Los_Angeles,"Administrator, Civil Service",1,44,Regular High School Diploma,Full Time,37103.44,Widowed,Chartreuse,American Express,Yes,Male,No,One year,No,No,DSL,1,No,No,Yes,Yes,0,Yes,No,No,Bank Transfer(automatic),53.07378558,103.3979857,5393.668549,3,3,1,5,2,1,3,3
5110,5110,T679323,23753f7b-e3f9-49ce-b0f6-1267147706c4,9baf4ebc31b022f219b615f5d4f11cc2,33190,25.55922,-80.34832,Miami,FL,16305,Miami-Dade,Suburban,America/New_York,Hydrologist,0,79,Bachelor's Degree,Full Time,18671.41,Widowed,DarkSlateBlue,Diners Club / Carte Blanche,Yes,Female,No,Month-to-month,No,No,DSL,1,No,Yes,No,No,1,No,Yes,Yes,Credit Card (automatic),42.7332627,102.4985857,4343.120123,1,1,3,4,1,2,4,2
5111,5111,Q734676,33c58218-df96-4946-bc66-a5f59faf6ab5,0242f57b2acea88010b6326de8717811,62293,38.61896,-89.6975,Trenton,IL,4427,St. Clair,Rural,America/Chicago,Bonds trader,7,87,Master's Degree,Full Time,2706.59,Married,SkyBlue,VISA 13 digit,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,Yes,Yes,No,1,No,Yes,Yes,Electronic Check,49.50733762,93.12881225,4664.724531,4,3,5,2,4,2,2,3
5112,5112,A758129,5565e5f7-7fd8-4f8c-a0d7-d97a5076626b,51b7df3f9747071b524d93358da6f3f1,5654,44.13976,-72.47466,Graniteville,VT,1023,Washington,Rural,America/New_York,Product designer,0,43,Bachelor's Degree,Full Time,43882.88,Divorced,White,JCB 16 digit,Yes,Male,No,Two Year,Yes,Yes,Fiber Optic,1,No,No,No,No,1,Yes,No,Yes,Credit Card (automatic),53.40027328,87.9788829,4773.131846,4,3,3,2,2,4,3,3
5113,5113,U328101,b2d95fc4-9278-4d08-beb4-96b784e5f489,fd4eadff43bd6f59ee540083a441d71a,29409,32.7963,-79.96062,Charleston,SC,2666,Charleston,Rural,America/New_York,Building surveyor,1,23,Regular High School Diploma,Full Time,23672.77,Married,LightSalmon,Discover,Yes,Female,No,Two Year,No,No,DSL,NA,Yes,No,Yes,Yes,0,Yes,No,No,Bank Transfer(automatic),47.96608696,106.4120865,5047.770587,2,2,2,3,3,1,1,2
5114,5114,S524938,643e7a4c-93f5-4451-8a44-e332e1dad178,d0496c7b0f6b9da1881f4139bfa31261,78253,29.46742,-98.79061,San Antonio,TX,44036,Bexar,Suburban,America/Chicago,Emergency planning/management officer,2,69,"Some College, 1 or More Years, No Degree",Full Time,37928.56,Widowed,Sienna,JCB 16 digit,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,0,Yes,No,Yes,No,0,Yes,No,Yes,Electronic Check,52.8802899,121.6678378,4789.575721,3,3,3,1,4,2,2,3
5115,5115,P986012,1dcd5c78-bb2e-4f9c-9e80-9e0664f7ec28,78a7d161199e7e639980087069b3b9d7,64769,37.4823,-94.56886,Mindenmines,MO,632,Barton,Urban,America/Chicago,Paediatric nurse,0,61,Regular High School Diploma,Full Time,19536.45,Married,LemonChiffon,VISA 16 digit,No,Female,Yes,Two Year,No,No,Fiber Optic,1,No,No,Yes,No,0,Yes,Yes,Yes,Bank Transfer(automatic),58.16576337,90.6772141,5373.279978,4,3,2,0,4,1,2,2
5116,5116,D504035,1b735262-9cce-4d2a-aa3a-b56ca8c1ab82,2f0ba3d116cc5dd9901afa757a6d1955,75849,31.4175,-95.48166,Latexo,TX,78,Houston,Urban,America/Chicago,Sport and exercise psychologist,4,80,Bachelor's Degree,Full Time,25051.34,Never Married,DarkKhaki,Discover,Yes,Female,No,One year,No,No,DSL,1,No,No,No,Yes,0,Yes,Yes,Yes,Credit Card (automatic),56.61608365,105.8819978,5955.686744,2,1,1,1,3,2,4,1
5117,5117,S150511,a2c0755c-789c-48e8-9560-0a8f83b0e791,3f8aeb4f8af2957a36e5aca634a4b8f0,38079,36.4302,-89.46291,Tiptonville,TN,5264,Lake,Urban,America/Chicago,Textile designer,4,57,"Some College, 1 or More Years, No Degree",Full Time,80126.66,Widowed,Turquoise,Diners Club / Carte Blanche,No,Male,No,One year,No,No,None,NA,Yes,No,Yes,Yes,0,No,No,No,Mailed Check,53.61315638,87.44303854,4625.087637,2,2,2,3,1,4,4,4
5118,5118,E473040,9d7cc25c-917d-4122-8acf-f0c9d3671265,ea2b784d5aef7beca1d95e4ccaf29fcf,48239,42.37589,-83.28468,Redford,MI,35888,Wayne,Suburban,America/Detroit,Medical secretary,0,67,GED or Alternative Credential,Part Time,24622.41,Married,Gold,Voyager,Yes,Female,No,Two Year,No,No,DSL,NA,Yes,No,Yes,Yes,0,No,No,Yes,Credit Card (automatic),NA,98.9355425,6758.651245,3,3,3,2,4,3,2,1
5119,5119,C812291,b1b829da-f440-443b-b8df-6b6e1f9d47f6,9eedb864d31c9bab0bb09750d64b1382,32124,29.1654,-81.14927,Daytona Beach,FL,5823,Volusia,Urban,America/New_York,"Engineer, building services",1,80,Regular High School Diploma,Full Time,90338.86,Divorced,Violet,Diners Club / Carte Blanche,Yes,Female,No,One year,No,Yes,None,1,No,No,Yes,No,1,Yes,No,Yes,Electronic Check,42.36210854,88.31463406,3779.341042,2,2,2,3,1,3,2,2
5120,5120,B680094,99c1d645-1358-468c-8b34-2ba0e8666699,67faa7490c5d221920da5af2eccd9d9e,16670,40.26248,-78.50793,Queen,PA,54,Bedford,Suburban,America/New_York,Neurosurgeon,3,83,"Some College, 1 or More Years, No Degree",Retired,63059.97,Never Married,SpringGreen,Discover,Yes,Male,No,Two Year,Yes,No,DSL,1,No,No,Yes,Yes,0,No,No,Yes,Bank Transfer(automatic),69.86768939,95.22413388,6827.235904,2,2,3,5,1,3,5,4
5121,5121,N724112,8a9d2bdb-fb32-48e3-873c-9c62e57bfa49,73b5c41fa4d2ca6e834021f5441825f1,21074,39.61737,-76.8436,Hampstead,MD,14872,Carroll,Rural,America/New_York,"Optician, dispensing",2,81,Regular High School Diploma,Retired,12917.63,Never Married,LightGreen,VISA 16 digit,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,Yes,No,No,0,No,Yes,Yes,Credit Card (automatic),64.37387485,89.56924366,5804.329764,4,3,4,3,3,3,3,2
5122,5122,P865655,91abc989-6045-4a4e-8c55-ae846c974d0e,a9fad9015093b85cfd81b204ef9dbc20,32605,29.6766,-82.37363,Gainesville,FL,24684,Alachua,Suburban,America/New_York,Information systems manager,0,78,Nursery School to 8th Grade,Student,64173.75,Divorced,Silver,American Express,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,No,No,No,Yes,0,No,No,Yes,Credit Card (automatic),NA,81.64029881,5177.268871,2,1,2,2,4,1,2,1
5123,5123,M876427,23e5cfe3-9c99-47fb-833d-a372b01abf12,7339a91e0ac41d7e9931475d5c0e85e7,87006,34.49195,-106.84312,Bosque,NM,1324,Socorro,Urban,America/Denver,Futures trader,6,42,Regular High School Diploma,Student,41258.98,Divorced,SeaShell,Diners Club / Carte Blanche,Yes,Male,No,Month-to-month,Yes,Yes,DSL,1,No,No,Yes,Yes,1,Yes,Yes,Yes,Bank Transfer(automatic),54.55821639,110.719355,6048.04616,3,4,2,1,4,3,2,3
5124,5124,G538504,47861944-8cd0-4d49-99a9-84165a611626,df1cbd178125734164401dbec8935973,56629,48.54414,-94.11781,Birchdale,MN,195,Koochiching,Suburban,America/Chicago,"Engineer, manufacturing",0,54,Bachelor's Degree,Full Time,28471.47,Divorced,SaddleBrown,Mastercard,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,Yes,Yes,Yes,1,No,No,Yes,Mailed Check,69.71457704,103.8892406,7161.226705,3,3,3,3,3,3,2,3
5125,5125,Z174876,2e25ec3c-9dac-42f5-848c-5068504c72b2,e2ba2b888a31a265e70696ecdd39eb7d,55721,47.21981,-93.68695,Cohasset,MN,3519,Itasca,Suburban,America/Chicago,Building surveyor,2,41,Bachelor's Degree,Retired,13119.77,Divorced,Indigo,VISA 16 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,NA,No,No,No,No,0,Yes,No,No,Mailed Check,NA,84.64388126,3365.994284,4,4,3,4,2,4,3,4
